date,qty sold (kgs),avg.price (rs./kg),year,month,month_num,rainfall
2015-01-14,76699.0,861.93,2015,1,1,3.2
2015-01-14,76699.0,861.93,2015,1,1,3.2
2015-05-01,10132.0,680.56,2015,5,5,203.0
2015-05-01,20623.0,719.43,2015,5,5,203.0
2015-05-02,27568.0,655.47,2015,5,5,203.0
2015-05-02,47570.0,695.96,2015,5,5,203.0
2015-05-04,21104.0,682.17,2015,5,5,203.0
2015-05-04,17005.0,663.0,2015,5,5,203.0
2015-05-05,59573.0,700.58,2015,5,5,203.0
2015-05-05,37701.0,669.18,2015,5,5,203.0
2015-05-06,25501.0,683.69,2015,5,5,203.0
2015-05-06,32975.0,682.58,2015,5,5,203.0
2015-05-07,43298.0,671.64,2015,5,5,203.0
2015-05-07,58626.0,671.44,2015,5,5,203.0
2015-05-08,17821.0,670.56,2015,5,5,203.0
2015-05-08,34042.0,674.6,2015,5,5,203.0
2015-05-09,54237.0,669.21,2015,5,5,203.0
2015-05-09,27845.0,646.84,2015,5,5,203.0
2015-05-11,20950.0,657.36,2015,5,5,203.0
2015-05-11,29838.0,651.32,2015,5,5,203.0
2015-05-12,66605.0,690.72,2015,5,5,203.0
2015-05-12,53369.0,673.66,2015,5,5,203.0
2015-05-13,26444.0,659.24,2015,5,5,203.0
2015-05-13,33688.0,658.95,2015,5,5,203.0
2015-05-14,60321.0,643.62,2015,5,5,203.0
2015-05-14,52400.0,640.54,2015,5,5,203.0
2015-05-15,18797.0,631.49,2015,5,5,203.0
2015-05-15,36695.0,644.74,2015,5,5,203.0
2015-05-16,25366.0,595.33,2015,5,5,203.0
2015-05-16,61507.0,617.62,2015,5,5,203.0
2015-05-18,18410.0,627.98,2015,5,5,203.0
2015-05-19,38978.0,647.55,2015,5,5,203.0
2015-05-19,58744.0,653.84,2015,5,5,203.0
2015-05-20,32145.0,644.76,2015,5,5,203.0
2015-05-20,19499.0,660.18,2015,5,5,203.0
2015-05-21,54145.0,656.15,2015,5,5,203.0
2015-05-21,45795.0,668.57,2015,5,5,203.0
2015-05-22,11551.0,631.08,2015,5,5,203.0
2015-05-22,30605.0,644.5,2015,5,5,203.0
2015-05-23,21095.0,614.41,2015,5,5,203.0
2015-05-23,52213.0,637.24,2015,5,5,203.0
2015-05-25,10455.0,664.29,2015,5,5,203.0
2015-05-26,47413.0,696.05,2015,5,5,203.0
2015-05-26,52002.0,675.66,2015,5,5,203.0
2015-05-27,26540.0,699.88,2015,5,5,203.0
2015-05-27,35805.0,701.92,2015,5,5,203.0
2015-05-28,43415.0,670.56,2015,5,5,203.0
2015-05-28,50900.0,680.09,2015,5,5,203.0
2015-05-29,47779.0,675.42,2015,5,5,203.0
2015-05-29,21362.0,648.27,2015,5,5,203.0
2015-05-30,56387.0,663.16,2015,5,5,203.0
2015-05-30,30712.0,642.87,2015,5,5,203.0
2015-06-01,14321.0,663.35,2015,6,6,562.3
2015-06-02,60725.0,658.14,2015,6,6,562.3
2015-06-02,56825.0,684.54,2015,6,6,562.3
2015-06-03,25720.0,641.8,2015,6,6,562.3
2015-06-03,41228.0,656.34,2015,6,6,562.3
2015-06-04,58422.0,642.29,2015,6,6,562.3
2015-06-04,29007.0,633.6,2015,6,6,562.3
2015-06-05,11666.0,642.82,2015,6,6,562.3
2015-06-05,27541.0,615.1,2015,6,6,562.3
2015-06-06,41845.0,633.79,2015,6,6,562.3
2015-06-06,27033.0,605.33,2015,6,6,562.3
2015-06-08,20608.0,634.47,2015,6,6,562.3
2015-06-08,13495.0,648.38,2015,6,6,562.3
2015-06-09,46093.0,680.0,2015,6,6,562.3
2015-06-09,47603.0,661.75,2015,6,6,562.3
2015-06-10,20386.0,666.24,2015,6,6,562.3
2015-06-10,35549.0,665.08,2015,6,6,562.3
2015-06-11,37321.0,675.1,2015,6,6,562.3
2015-06-11,40416.0,653.58,2015,6,6,562.3
2015-06-12,20246.0,656.14,2015,6,6,562.3
2015-06-12,15316.0,670.06,2015,6,6,562.3
2015-06-13,42194.0,678.4,2015,6,6,562.3
2015-06-13,25304.0,633.77,2015,6,6,562.3
2015-06-15,15102.0,649.52,2015,6,6,562.3
2015-06-16,59261.0,645.98,2015,6,6,562.3
2015-06-16,56843.0,664.9,2015,6,6,562.3
2015-06-17,17612.0,658.69,2015,6,6,562.3
2015-06-18,31724.0,631.12,2015,6,6,562.3
2015-06-19,15742.0,632.68,2015,6,6,562.3
2015-06-19,16434.0,641.59,2015,6,6,562.3
2015-06-20,39088.0,635.94,2015,6,6,562.3
2015-06-20,22823.0,634.21,2015,6,6,562.3
2015-06-20,39088.0,635.94,2015,6,6,562.3
2015-06-20,22823.0,634.21,2015,6,6,562.3
2015-06-22,16943.0,662.87,2015,6,6,562.3
2015-06-22,16280.0,626.84,2015,6,6,562.3
2015-06-23,42110.0,679.22,2015,6,6,562.3
2015-06-23,40062.0,681.95,2015,6,6,562.3
2015-06-24,19924.0,679.54,2015,6,6,562.3
2015-06-24,40229.0,689.24,2015,6,6,562.3
2015-06-25,31422.0,675.57,2015,6,6,562.3
2015-06-25,37218.0,695.04,2015,6,6,562.3
2015-06-26,18835.0,698.53,2015,6,6,562.3
2015-06-26,14988.0,696.58,2015,6,6,562.3
2015-06-27,38727.0,696.23,2015,6,6,562.3
2015-06-27,28279.0,701.18,2015,6,6,562.3
2015-06-29,22042.0,697.61,2015,6,6,562.3
2015-06-29,17165.0,684.46,2015,6,6,562.3
2015-06-30,47782.0,680.95,2015,6,6,562.3
2015-06-30,53648.0,695.18,2015,6,6,562.3
2015-07-01,43460.0,670.55,2015,7,7,408.6
2015-07-01,30785.0,678.2,2015,7,7,408.6
2015-07-02,30303.0,649.6,2015,7,7,408.6
2015-07-02,41861.0,672.73,2015,7,7,408.6
2015-07-03,17112.0,656.97,2015,7,7,408.6
2015-07-03,24547.0,657.67,2015,7,7,408.6
2015-07-04,45341.0,658.64,2015,7,7,408.6
2015-07-04,23465.0,636.63,2015,7,7,408.6
2015-07-06,28531.0,651.23,2015,7,7,408.6
2015-07-06,16534.0,631.3,2015,7,7,408.6
2015-07-07,50311.0,640.74,2015,7,7,408.6
2015-07-07,51057.0,639.11,2015,7,7,408.6
2015-07-08,22621.0,651.9,2015,7,7,408.6
2015-07-08,32688.0,656.43,2015,7,7,408.6
2015-07-09,47797.0,648.87,2015,7,7,408.6
2015-07-09,38219.0,647.31,2015,7,7,408.6
2015-07-10,29563.0,634.08,2015,7,7,408.6
2015-07-10,23644.0,638.99,2015,7,7,408.6
2015-07-11,44879.0,634.84,2015,7,7,408.6
2015-07-11,31602.0,618.43,2015,7,7,408.6
2015-07-13,27890.0,629.73,2015,7,7,408.6
2015-07-13,22261.0,649.43,2015,7,7,408.6
2015-07-14,52054.0,629.98,2015,7,7,408.6
2015-07-14,56418.0,658.9,2015,7,7,408.6
2015-07-15,37006.0,667.05,2015,7,7,408.6
2015-07-15,42690.0,646.54,2015,7,7,408.6
2015-07-16,44262.0,639.32,2015,7,7,408.6
2015-07-17,36862.0,659.99,2015,7,7,408.6
2015-07-20,28999.0,642.86,2015,7,7,408.6
2015-07-20,28080.0,605.96,2015,7,7,408.6
2015-07-21,58761.0,614.17,2015,7,7,408.6
2015-07-21,57515.0,642.29,2015,7,7,408.6
2015-07-22,40126.0,630.25,2015,7,7,408.6
2015-07-22,42639.0,623.59,2015,7,7,408.6
2015-07-23,47973.0,623.25,2015,7,7,408.6
2015-07-23,53667.0,631.95,2015,7,7,408.6
2015-07-24,30531.0,633.22,2015,7,7,408.6
2015-07-24,28823.0,628.43,2015,7,7,408.6
2015-07-25,50988.0,635.91,2015,7,7,408.6
2015-07-25,37725.0,616.42,2015,7,7,408.6
2015-07-27,32677.0,643.09,2015,7,7,408.6
2015-07-27,35545.0,613.11,2015,7,7,408.6
2015-07-28,64561.0,633.19,2015,7,7,408.6
2015-07-28,64362.0,629.2,2015,7,7,408.6
2015-07-29,40352.0,617.17,2015,7,7,408.6
2015-07-29,48990.0,620.56,2015,7,7,408.6
2015-07-30,68161.0,622.2,2015,7,7,408.6
2015-07-30,47752.0,623.96,2015,7,7,408.6
2015-07-31,36556.0,626.94,2015,7,7,408.6
2015-07-31,44109.0,618.92,2015,7,7,408.6
2015-08-01,56112.0,616.86,2015,8,8,251.6
2015-08-01,40489.0,598.55,2015,8,8,251.6
2015-08-03,36718.0,634.46,2015,8,8,251.6
2015-08-04,71019.0,629.9,2015,8,8,251.6
2015-08-04,62727.0,644.32,2015,8,8,251.6
2015-08-05,53831.0,644.44,2015,8,8,251.6
2015-08-05,45173.0,633.93,2015,8,8,251.6
2015-08-06,67947.0,649.75,2015,8,8,251.6
2015-08-06,53881.0,635.63,2015,8,8,251.6
2015-08-07,41013.0,641.65,2015,8,8,251.6
2015-08-07,55284.0,634.44,2015,8,8,251.6
2015-08-08,64472.0,649.35,2015,8,8,251.6
2015-08-08,47392.0,620.6,2015,8,8,251.6
2015-08-10,48098.0,654.23,2015,8,8,251.6
2015-08-10,38665.0,619.17,2015,8,8,251.6
2015-08-11,73736.0,666.29,2015,8,8,251.6
2015-08-11,84799.0,638.68,2015,8,8,251.6
2015-08-12,63490.0,652.28,2015,8,8,251.6
2015-08-12,59368.0,650.29,2015,8,8,251.6
2015-08-13,64868.0,644.03,2015,8,8,251.6
2015-08-13,86780.0,644.99,2015,8,8,251.6
2015-08-14,63931.0,641.33,2015,8,8,251.6
2015-08-14,60229.0,644.08,2015,8,8,251.6
2015-08-17,46504.0,615.39,2015,8,8,251.6
2015-08-18,87806.0,646.02,2015,8,8,251.6
2015-08-18,95612.0,624.37,2015,8,8,251.6
2015-08-19,60564.0,619.78,2015,8,8,251.6
2015-08-19,60514.0,638.26,2015,8,8,251.6
2015-08-20,71480.0,606.68,2015,8,8,251.6
2015-08-20,88147.0,623.51,2015,8,8,251.6
2015-08-21,45861.0,609.35,2015,8,8,251.6
2015-08-21,62069.0,614.12,2015,8,8,251.6
2015-08-22,70479.0,617.03,2015,8,8,251.6
2015-08-22,41692.0,599.16,2015,8,8,251.6
2015-08-24,43405.0,636.37,2015,8,8,251.6
2015-08-24,42924.0,604.8,2015,8,8,251.6
2015-08-25,73340.0,641.92,2015,8,8,251.6
2015-08-25,83086.0,624.89,2015,8,8,251.6
2015-08-26,56565.0,648.87,2015,8,8,251.6
2015-08-29,63016.0,656.63,2015,8,8,251.6
2015-08-31,52278.0,668.78,2015,8,8,251.6
2015-08-31,49808.0,631.78,2015,8,8,251.6
2015-10-01,108698.0,646.53,2015,10,10,312.7
2015-10-01,85987.0,658.52,2015,10,10,312.7
2015-10-03,96147.0,639.49,2015,10,10,312.7
2015-10-03,43869.0,629.65,2015,10,10,312.7
2015-10-05,63999.0,613.8,2015,10,10,312.7
2015-10-05,51820.0,633.25,2015,10,10,312.7
2015-10-06,102969.0,635.2,2015,10,10,312.7
2015-10-06,93043.0,661.1,2015,10,10,312.7
2015-10-07,77808.0,638.33,2015,10,10,312.7
2015-10-07,46174.0,618.24,2015,10,10,312.7
2015-10-08,67591.0,619.52,2015,10,10,312.7
2015-10-08,82748.0,639.77,2015,10,10,312.7
2015-10-09,54184.0,618.05,2015,10,10,312.7
2015-10-09,79405.0,617.11,2015,10,10,312.7
2015-10-10,88075.0,629.09,2015,10,10,312.7
2015-10-10,31440.0,607.44,2015,10,10,312.7
2015-10-12,49089.0,643.37,2015,10,10,312.7
2015-10-12,59253.0,599.3,2015,10,10,312.7
2015-10-13,79663.0,655.43,2015,10,10,312.7
2015-10-13,87190.0,609.96,2015,10,10,312.7
2015-10-14,37965.0,596.96,2015,10,10,312.7
2015-10-14,70817.0,621.78,2015,10,10,312.7
2015-10-15,86807.0,618.83,2015,10,10,312.7
2015-10-15,86807.0,618.83,2015,10,10,312.7
2015-10-16,74159.0,616.54,2015,10,10,312.7
2015-10-16,26399.0,616.64,2015,10,10,312.7
2015-10-17,80236.0,606.47,2015,10,10,312.7
2015-10-17,22322.0,582.86,2015,10,10,312.7
2015-10-19,55322.0,584.38,2015,10,10,312.7
2015-10-19,51472.0,616.7,2015,10,10,312.7
2015-10-20,93275.0,581.44,2015,10,10,312.7
2015-10-20,90860.0,619.85,2015,10,10,312.7
2015-10-22,71393.0,631.72,2015,10,10,312.7
2015-10-22,65680.0,615.88,2015,10,10,312.7
2015-10-23,21503.0,622.7,2015,10,10,312.7
2015-10-23,31916.0,624.73,2015,10,10,312.7
2015-10-24,71410.0,598.8,2015,10,10,312.7
2015-10-24,16750.0,575.3,2015,10,10,312.7
2015-10-26,52773.0,578.49,2015,10,10,312.7
2015-10-26,45905.0,612.93,2015,10,10,312.7
2015-10-27,72200.0,586.13,2015,10,10,312.7
2015-10-27,92354.0,613.84,2015,10,10,312.7
2015-10-28,35464.0,589.11,2015,10,10,312.7
2015-10-28,35464.0,589.11,2015,10,10,312.7
2015-10-29,89877.0,619.25,2015,10,10,312.7
2015-10-29,85548.0,603.77,2015,10,10,312.7
2015-10-30,42217.0,593.16,2015,10,10,312.7
2015-10-30,42032.0,585.71,2015,10,10,312.7
2015-10-31,21614.0,581.48,2015,10,10,312.7
2015-10-31,80116.0,602.1,2015,10,10,312.7
2015-11-02,54900.0,579.87,2015,11,11,224.2
2015-11-02,59620.0,613.57,2015,11,11,224.2
2015-11-03,86209.0,603.73,2015,11,11,224.2
2015-11-03,95716.0,643.07,2015,11,11,224.2
2015-11-04,34610.0,613.13,2015,11,11,224.2
2015-11-04,74289.0,624.44,2015,11,11,224.2
2015-11-05,84340.0,608.63,2015,11,11,224.2
2015-11-05,84446.0,608.99,2015,11,11,224.2
2015-11-06,8210.0,588.28,2015,11,11,224.2
2015-11-06,70923.0,605.02,2015,11,11,224.2
2015-11-07,103851.0,623.98,2015,11,11,224.2
2015-11-07,24391.0,606.14,2015,11,11,224.2
2015-11-11,69485.0,649.42,2015,11,11,224.2
2015-11-12,51202.0,604.62,2015,11,11,224.2
2015-11-12,87524.0,624.28,2015,11,11,224.2
2015-11-13,19509.0,636.49,2015,11,11,224.2
2015-11-14,80496.0,608.29,2015,11,11,224.2
2015-11-14,102710.0,610.31,2015,11,11,224.2
2015-11-14,17022.0,625.5,2015,11,11,224.2
2015-11-16,65569.0,572.92,2015,11,11,224.2
2015-11-18,45599.6,578.41,2015,11,11,224.2
2015-11-18,94632.3,587.56,2015,11,11,224.2
2015-11-19,107250.0,582.56,2015,11,11,224.2
2015-11-19,93368.3,588.62,2015,11,11,224.2
2015-11-19,93368.3,588.0,2015,11,11,224.2
2015-11-20,60917.9,586.07,2015,11,11,224.2
2015-11-20,11177.5,580.92,2015,11,11,224.2
2015-11-21,82454.3,604.53,2015,11,11,224.2
2015-11-21,22145.7,571.5,2015,11,11,224.2
2015-11-23,72627.0,628.75,2015,11,11,224.2
2015-11-23,45899.7,577.23,2015,11,11,224.2
2015-11-24,93898.5,613.84,2015,11,11,224.2
2015-11-24,109204.0,636.85,2015,11,11,224.2
2015-11-25,47764.7,617.36,2015,11,11,224.2
2015-11-25,42224.3,608.86,2015,11,11,224.2
2015-11-26,95209.3,631.11,2015,11,11,224.2
2015-11-26,106256.0,629.85,2015,11,11,224.2
2015-11-27,11104.8,610.64,2015,11,11,224.2
2015-11-27,95041.1,620.68,2015,11,11,224.2
2015-11-28,108086.0,626.73,2015,11,11,224.2
2015-11-28,29038.7,598.58,2015,11,11,224.2
2015-11-30,81268.8,632.47,2015,11,11,224.2
2015-11-30,55804.1,588.02,2015,11,11,224.2
2015-12-01,122280.0,626.26,2015,12,12,78.9
2015-12-01,116625.0,602.7,2015,12,12,78.9
2015-12-02,46148.2,610.22,2015,12,12,78.9
2015-12-02,75376.1,606.99,2015,12,12,78.9
2015-12-03,111412.0,605.46,2015,12,12,78.9
2015-12-03,100384.0,601.82,2015,12,12,78.9
2015-12-04,94299.1,587.75,2015,12,12,78.9
2015-12-04,10934.7,581.95,2015,12,12,78.9
2015-12-05,18136.8,667.54,2015,12,12,78.9
2015-12-05,91011.7,586.87,2015,12,12,78.9
2015-12-07,42864.5,570.0,2015,12,12,78.9
2015-12-07,56653.3,624.34,2015,12,12,78.9
2015-12-08,91299.5,597.28,2015,12,12,78.9
2015-12-08,101301.0,610.79,2015,12,12,78.9
2015-12-09,41672.7,594.51,2015,12,12,78.9
2015-12-09,60461.0,600.65,2015,12,12,78.9
2015-12-10,91987.4,604.79,2015,12,12,78.9
2015-12-10,89710.7,594.86,2015,12,12,78.9
2015-12-11,13615.3,573.24,2015,12,12,78.9
2015-12-12,98207.7,589.67,2015,12,12,78.9
2015-12-12,20553.9,638.58,2015,12,12,78.9
2015-12-14,60703.1,569.74,2015,12,12,78.9
2015-12-15,106240.0,608.53,2015,12,12,78.9
2015-12-15,98566.1,581.24,2015,12,12,78.9
2015-12-16,76996.5,589.59,2015,12,12,78.9
2015-12-16,45700.2,577.81,2015,12,12,78.9
2015-12-17,92626.8,598.57,2015,12,12,78.9
2015-12-17,98132.9,601.51,2015,12,12,78.9
2015-12-18,16516.0,583.25,2015,12,12,78.9
2015-12-18,70428.5,586.23,2015,12,12,78.9
2015-12-19,21996.2,578.31,2015,12,12,78.9
2015-12-19,89197.6,595.35,2015,12,12,78.9
2015-12-21,54769.4,585.98,2015,12,12,78.9
2015-12-21,65574.5,560.24,2015,12,12,78.9
2015-12-22,102976.0,599.44,2015,12,12,78.9
2015-12-22,103919.0,563.1,2015,12,12,78.9
2015-12-23,73805.5,577.8,2015,12,12,78.9
2015-12-23,42716.3,563.05,2015,12,12,78.9
2015-12-24,77457.3,580.1,2015,12,12,78.9
2015-12-24,92166.7,591.27,2015,12,12,78.9
2015-12-26,62779.5,577.89,2015,12,12,78.9
2015-12-28,48660.5,557.94,2015,12,12,78.9
2015-12-28,39051.8,588.31,2015,12,12,78.9
2015-12-29,85995.1,562.07,2015,12,12,78.9
2015-12-29,87918.6,590.14,2015,12,12,78.9
2015-12-30,42556.0,597.0,2015,12,12,78.9
2015-12-30,36093.5,573.8,2015,12,12,78.9
2015-12-31,75868.9,596.26,2015,12,12,78.9
2015-12-31,72409.6,606.9,2015,12,12,78.9
2016-01-01,66106.9,590.45,2016,1,1,3.0
2016-01-01,29117.9,587.23,2016,1,1,3.0
2016-01-02,78140.4,595.67,2016,1,1,3.0
2016-01-02,21050.5,597.74,2016,1,1,3.0
2016-01-04,45238.1,619.93,2016,1,1,3.0
2016-01-04,57671.0,567.56,2016,1,1,3.0
2016-01-05,94765.2,588.72,2016,1,1,3.0
2016-01-05,101244.0,619.85,2016,1,1,3.0
2016-01-06,47552.9,601.11,2016,1,1,3.0
2016-01-06,76072.0,624.08,2016,1,1,3.0
2016-01-07,86496.0,617.95,2016,1,1,3.0
2016-01-07,78153.2,610.61,2016,1,1,3.0
2016-01-08,39705.6,605.31,2016,1,1,3.0
2016-01-08,76540.5,606.14,2016,1,1,3.0
2016-01-09,93402.5,610.48,2016,1,1,3.0
2016-01-09,23674.4,584.21,2016,1,1,3.0
2016-01-11,64656.4,586.08,2016,1,1,3.0
2016-01-11,61731.0,576.99,2016,1,1,3.0
2016-01-12,113110.0,598.42,2016,1,1,3.0
2016-01-12,98501.1,601.13,2016,1,1,3.0
2016-01-13,75426.5,600.81,2016,1,1,3.0
2016-01-13,43779.0,569.23,2016,1,1,3.0
2016-01-14,82460.3,589.79,2016,1,1,3.0
2016-01-14,90952.0,601.08,2016,1,1,3.0
2016-01-18,29039.9,591.11,2016,1,1,3.0
2016-01-18,40111.6,541.55,2016,1,1,3.0
2016-01-19,78415.7,564.9,2016,1,1,3.0
2016-01-19,70336.1,595.77,2016,1,1,3.0
2016-01-20,28683.2,560.08,2016,1,1,3.0
2016-01-20,63053.4,570.94,2016,1,1,3.0
2016-01-21,56836.3,570.38,2016,1,1,3.0
2016-01-21,70143.7,598.43,2016,1,1,3.0
2016-01-22,48472.2,558.03,2016,1,1,3.0
2016-01-22,30005.3,548.95,2016,1,1,3.0
2016-01-23,13441.8,529.51,2016,1,1,3.0
2016-01-23,77571.1,575.11,2016,1,1,3.0
2016-01-25,44099.5,607.99,2016,1,1,3.0
2016-01-25,43013.5,547.03,2016,1,1,3.0
2016-01-27,54950.0,581.58,2016,1,1,3.0
2016-01-27,33294.6,556.28,2016,1,1,3.0
2016-01-28,73964.5,590.04,2016,1,1,3.0
2016-01-28,74218.6,575.8,2016,1,1,3.0
2016-01-29,29981.8,567.56,2016,1,1,3.0
2016-01-29,51414.8,557.74,2016,1,1,3.0
2016-01-30,18782.0,567.39,2016,1,1,3.0
2016-01-30,81440.8,582.62,2016,1,1,3.0
2016-02-01,53092.5,581.48,2016,2,2,16.4
2016-02-01,46008.5,542.95,2016,2,2,16.4
2016-02-02,93086.4,538.56,2016,2,2,16.4
2016-02-02,107604.0,572.24,2016,2,2,16.4
2016-02-03,34319.1,535.34,2016,2,2,16.4
2016-02-03,52121.6,533.85,2016,2,2,16.4
2016-02-04,70822.9,543.69,2016,2,2,16.4
2016-02-04,87332.6,560.39,2016,2,2,16.4
2016-02-05,45183.2,517.81,2016,2,2,16.4
2016-02-05,28955.5,544.12,2016,2,2,16.4
2016-02-06,16466.4,537.49,2016,2,2,16.4
2016-02-06,79012.4,542.77,2016,2,2,16.4
2016-02-08,40809.5,529.14,2016,2,2,16.4
2016-02-08,43319.0,563.86,2016,2,2,16.4
2016-02-09,80600.9,564.45,2016,2,2,16.4
2016-02-09,70033.3,552.72,2016,2,2,16.4
2016-02-10,39490.5,548.96,2016,2,2,16.4
2016-02-10,37373.4,540.4,2016,2,2,16.4
2016-02-11,58970.4,573.9,2016,2,2,16.4
2016-02-11,68220.4,592.24,2016,2,2,16.4
2016-02-12,47367.6,542.25,2016,2,2,16.4
2016-02-12,36343.9,538.84,2016,2,2,16.4
2016-02-13,22328.3,544.57,2016,2,2,16.4
2016-02-13,84442.7,568.38,2016,2,2,16.4
2016-02-15,51295.6,534.98,2016,2,2,16.4
2016-02-15,52264.0,582.95,2016,2,2,16.4
2016-02-16,81649.3,582.67,2016,2,2,16.4
2016-02-16,74804.8,571.0,2016,2,2,16.4
2016-02-17,47310.4,590.36,2016,2,2,16.4
2016-02-17,34792.3,551.15,2016,2,2,16.4
2016-02-18,68324.8,560.03,2016,2,2,16.4
2016-02-18,79135.6,575.1,2016,2,2,16.4
2016-02-19,48049.8,550.6,2016,2,2,16.4
2016-02-19,34791.8,526.63,2016,2,2,16.4
2016-02-20,80242.1,568.8,2016,2,2,16.4
2016-02-20,24900.4,585.41,2016,2,2,16.4
2016-02-22,49337.0,555.42,2016,2,2,16.4
2016-02-22,52650.7,521.58,2016,2,2,16.4
2016-02-23,85857.6,554.78,2016,2,2,16.4
2016-02-23,65347.8,547.15,2016,2,2,16.4
2016-02-24,44642.7,551.95,2016,2,2,16.4
2016-02-25,72931.2,551.0,2016,2,2,16.4
2016-02-25,88545.6,567.71,2016,2,2,16.4
2016-02-26,51904.0,542.1,2016,2,2,16.4
2016-02-26,33143.5,533.51,2016,2,2,16.4
2016-02-27,14947.0,581.68,2016,2,2,16.4
2016-02-27,91148.1,554.08,2016,2,2,16.4
2016-02-29,53938.3,525.75,2016,2,2,16.4
2016-02-29,49590.4,555.44,2016,2,2,16.4
2016-03-01,84049.4,574.65,2016,3,3,22.5
2016-03-01,69326.5,547.45,2016,3,3,22.5
2016-03-02,40208.0,545.66,2016,3,3,22.5
2016-03-02,50240.6,565.02,2016,3,3,22.5
2016-03-03,73952.1,550.75,2016,3,3,22.5
2016-03-03,94427.0,562.37,2016,3,3,22.5
2016-03-04,44071.8,528.32,2016,3,3,22.5
2016-03-04,64845.3,525.0,2016,3,3,22.5
2016-03-05,11467.0,563.32,2016,3,3,22.5
2016-03-05,87285.7,543.17,2016,3,3,22.5
2016-03-07,43813.4,499.57,2016,3,3,22.5
2016-03-07,58499.1,557.02,2016,3,3,22.5
2016-03-08,70147.4,540.13,2016,3,3,22.5
2016-03-08,87175.6,548.64,2016,3,3,22.5
2016-03-09,37380.1,533.71,2016,3,3,22.5
2016-03-09,49843.1,534.12,2016,3,3,22.5
2016-03-10,88891.7,535.47,2016,3,3,22.5
2016-03-10,59134.7,528.64,2016,3,3,22.5
2016-03-11,28035.8,492.62,2016,3,3,22.5
2016-03-11,51315.8,496.82,2016,3,3,22.5
2016-03-12,75140.5,521.98,2016,3,3,22.5
2016-03-12,16638.1,547.84,2016,3,3,22.5
2016-03-14,52086.7,530.38,2016,3,3,22.5
2016-03-14,38877.3,528.25,2016,3,3,22.5
2016-03-15,72368.4,528.67,2016,3,3,22.5
2016-03-15,75548.6,528.86,2016,3,3,22.5
2016-03-16,53844.8,531.27,2016,3,3,22.5
2016-03-16,34795.3,527.86,2016,3,3,22.5
2016-03-17,61924.8,520.31,2016,3,3,22.5
2016-03-17,87157.9,536.17,2016,3,3,22.5
2016-03-18,34976.2,503.61,2016,3,3,22.5
2016-03-18,49569.6,518.88,2016,3,3,22.5
2016-03-19,25545.9,525.34,2016,3,3,22.5
2016-03-19,93572.0,518.64,2016,3,3,22.5
2016-03-21,56184.1,528.26,2016,3,3,22.5
2016-03-21,47984.1,481.77,2016,3,3,22.5
2016-03-22,77597.0,524.95,2016,3,3,22.5
2016-03-22,80726.4,541.17,2016,3,3,22.5
2016-03-23,35885.4,534.74,2016,3,3,22.5
2016-03-24,81104.2,545.02,2016,3,3,22.5
2016-03-24,52415.1,535.2,2016,3,3,22.5
2016-03-28,46716.0,569.77,2016,3,3,22.5
2016-03-28,38231.8,535.61,2016,3,3,22.5
2016-03-29,77907.0,556.39,2016,3,3,22.5
2016-03-29,65196.1,563.93,2016,3,3,22.5
2016-03-31,74620.2,566.52,2016,3,3,22.5
2016-03-31,50858.7,552.48,2016,3,3,22.5
2016-04-01,39199.9,556.78,2016,4,4,33.3
2016-04-01,68444.6,559.66,2016,4,4,33.3
2016-04-02,78751.8,603.38,2016,4,4,33.3
2016-04-02,19523.2,619.39,2016,4,4,33.3
2016-04-04,40082.0,648.8,2016,4,4,33.3
2016-04-05,96295.0,619.8,2016,4,4,33.3
2016-04-05,81824.4,650.05,2016,4,4,33.3
2016-04-06,40603.4,617.0,2016,4,4,33.3
2016-04-06,67570.5,640.59,2016,4,4,33.3
2016-04-07,81248.1,607.85,2016,4,4,33.3
2016-04-07,62752.4,605.96,2016,4,4,33.3
2016-04-08,66891.3,588.4,2016,4,4,33.3
2016-04-08,54094.7,590.63,2016,4,4,33.3
2016-04-09,38650.1,621.63,2016,4,4,33.3
2016-04-09,89251.4,592.22,2016,4,4,33.3
2016-04-11,67597.6,613.05,2016,4,4,33.3
2016-04-12,89519.2,595.23,2016,4,4,33.3
2016-04-12,96883.0,620.67,2016,4,4,33.3
2016-04-13,57345.4,639.15,2016,4,4,33.3
2016-04-13,38037.5,624.61,2016,4,4,33.3
2016-04-15,42181.6,653.69,2016,4,4,33.3
2016-04-15,54809.4,652.85,2016,4,4,33.3
2016-04-16,30483.1,687.92,2016,4,4,33.3
2016-04-16,91139.7,646.84,2016,4,4,33.3
2016-04-18,69632.1,677.44,2016,4,4,33.3
2016-04-19,109720.0,653.55,2016,4,4,33.3
2016-04-19,95344.7,669.4,2016,4,4,33.3
2016-04-20,78367.6,652.09,2016,4,4,33.3
2016-04-20,54691.9,641.0,2016,4,4,33.3
2016-04-21,73858.9,648.89,2016,4,4,33.3
2016-04-21,98358.7,654.64,2016,4,4,33.3
2016-04-22,66884.7,641.27,2016,4,4,33.3
2016-04-22,55173.0,628.99,2016,4,4,33.3
2016-04-23,38742.9,651.1,2016,4,4,33.3
2016-04-23,101711.0,658.22,2016,4,4,33.3
2016-04-25,64336.0,681.12,2016,4,4,33.3
2016-04-26,87934.7,681.39,2016,4,4,33.3
2016-04-26,88613.6,641.75,2016,4,4,33.3
2016-04-27,44069.2,685.17,2016,4,4,33.3
